dev,address,district,sale_price,description,detail,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
Circle Condominium,"1674 Phetchaburi 36 Alley, Thanon Phetchaburi, Khet Ratchathewi",Watthana,4500000.0,This affordable condo near Bumrungrad Hospital is available now on a low floor in the Circle condominium on Phetchaburiroad. The condo is clean and new.,"1-bedroom
1-bathroom
1 balcony
1 parking slot
area: 48 sqm
fully furnished
flat TV
equipped kitchen
on the low floor (10-)
facing direction: East
full set of electrical appliances",111804.0,0.0,-1.77,4.51,-3.89,1.0,1.0,48.0,43.0,2.0,,1,1,1,1,1,1,1,1,1,1,0,1,920.0,680.0,1,1
Liberty Park 2,"55/1-55/137 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,6700000.0,This condo with 3-bedroom and 3 balconies is available for sale in Liberty Park 2 Sukhumvit 11,"This Bangkok condo features 3 balconies: in the living room and in each bedroom
3-bedroom
2-bathroom
3 balconies
2 car parking slots: 1 is fixed
mid-floor
facing direction: South
fully furnished
open & equipped kitchen
full set of electrical appliances",71199.0,0.0,5.31,5.16,-6.42,3.0,2.0,118.67,23.0,1.0,1998.0,1,1,1,1,1,1,1,0,0,0,0,0,920.0,1200.0,1,0
Mayfair Place Sukhumvit 50,"814 สุขุมวิท Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,4000000.0,This apartment near On Nut BTS in Bangkok is available in Mayfair Place Sukhumvit 50 condominium,"1 bedroom
1 bathroom
balcony
area: 35 sqm
car parking slot
mid floor: 10+
facing direction: West
sell without furniture: can include current furniture for an extra price
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available",121778.0,0.0,0.29,3.8,-21.38,1.0,1.0,35.0,17.0,2.0,2018.0,1,1,1,1,1,0,1,1,0,0,0,1,820.0,360.0,1,1
Q Asoke,"1638/1 Phetchaburi Rd, Khwaeng Makkasan, Khet Ratchathewi",Watthana,8308491.0,"Q Asoke Phetchaburi is a luxury Bangkok condo for sale located near University, MRT Phetchaburi and Makkasan Airport Rail Link
Q Asoke luxury Bangkok condominium is a luxury apartment complex that was developed by Quality Houses PCL  in 2016.
It comprises one building, having 482 units on 41 floors.
Units range from studio to 3 bedrooms.
Luxury facilities at this luxury Bangkok condo for sale
Facilities at Q Asoke include:","elevator
parking
24-hours security
CCTV
swimming pool
sauna
steam
gym
laundry service
garden / bbq
Wi-Fi in the common area",202758.0,0.0,0.46,3.73,-6.38,1.0,1.0,52.28,41.0,1.0,2015.0,1,1,1,1,1,1,1,1,0,0,1,1,98.0,710.0,1,1
Ideo Mobi Asoke,"19 Phetchaburi Rd, Khwaeng Bang Kapi, Khet Huai Khwang",Watthana,6900000.0,A new flat near the University for sale is available now.,"1-bedroom
1-bathroom
balcony
area: 35 sqm
high floor: 25+
facing direction: South to University and Asoke
fully furnished: modern style, built-in
fully equipped kitchen
full set of electrical appliances: refrigerator, flat TV, washing machine, microwave
foreign freehold ownership is available",195377.0,0.0,0.53,3.61,2.26,1.0,1.0,35.0,37.0,1.0,2018.0,1,1,1,1,1,1,1,1,1,1,1,1,480.0,1100.0,1,0
Siri Residence,"24 Soi Sukhumvit 24, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,18727268.0,"Siri Residence Sukhumvit 24 luxury condo for sale on Sukhumvit 24 in Bangkok near BTS Phrom Phong was completed in 2007 by Sansiri PCL.
Sansiri has also developed Baan Siri 31 condo for sale in Asoke, Baan Siri 24 condo near BTS Phrom Phong, and Baan Siri Sukhumvit 10 cond for sale in Nana and many other luxury condominiums in Bangkok.
This luxury Bangkok condo comprises a single building, having 185 apartments on 32 floors.
Total project area: 3,000 m2
Types of apartments:","1 Bedroom: 52-75 m2
2-Bedroom: 78-125 m2
3-Bedroom: 125-200 m2",202083.0,0.0,11.21,3.53,0.68,1.0,1.0,122.82,32.0,1.0,2007.0,1,1,1,1,1,1,1,1,0,0,0,0,370.0,2300.0,1,0
LAKE AVENUE Sukhumvit 16,"1 Soi Sukhumvit 16, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,7750000.0,This large apartment for sale on Sukhumvit 16 is available now. This condo is located near Asoke BTS.,"this Bangkok flat features a large area of 75 sqm which is unusual for 1-bedroom apartments in the Bangkok Central area
1-bedroom
2-bathroom
big balcony
facing North
low floor: 10-
parking slot
partially furnished with built-in wardrobes
foreign freehold quota is available",107356.0,0.0,6.62,4.25,-2.56,1.0,2.0,75.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,850.0,2200.0,1,0
The Address Sukhumvit 42,"Soi Barbot 1, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,4750000.0,This affordable condo near BTS Ekkamai is available for sale on SUkhumvit 42,"this Bangkok condo is the cheapest apartment in The Address Sukhumvit 42
1-bedroom
1-bathroom
balcony
area: 45.6 sqm
low floor - low-rise Bangkok condo
blocked view
fully furnished
fully equipped kitchen
foreign freehold quota is available",107073.0,0.0,-3.71,5.47,18.73,1.0,1.0,45.6,8.0,2.0,2009.0,1,1,1,1,1,1,1,1,0,0,0,1,360.0,1700.0,1,0
Siamese Exclusive Sukhumvit 42,"32 Soi Sukhumvit 42, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,8604607.0,"Wyndham Garden Residence Sukhumvit 42 is a branded condotel located near BTS Ekkamai. It was previously known as Siamese Exclusive Sukhumvit 42.
Wyndham Garden Residence Sukhumvit 42 Bangkok condominium was developed by Siamese Asset in 2019.
This Bangkok condotel was re-branded recently with Wyndham Garden company managing property and hotel units
This Bangkok condominium comprises 452 apartments on 31 floors. Project area: 2-1-77 Rai
Apartment types","1 Bedroom
2 Bedroom
3 Bedroom
Panoramic Suite 4 Bedrooms",193619.0,0.0,2.7,4.16,3.86,1.0,1.0,55.95,32.0,1.0,2016.0,1,1,1,1,1,0,1,1,1,0,0,1,130.0,1700.0,1,0
FYNN Sukhumvit 31,"71/7 ถนน สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,18871818.0,"Fynn Sukhumvit 31 low-rise condo for sale in Bangkok Central Business District (CBD) was built in 2029.
This modern luxury condominium comprises only 63 private residences located in the heart of Sukhumvit with abundant facilities for urban lifestyles.
Apartment types:","Unit types: 1-3 bedroom
Unit sizes: 36 - 390 sqm",183683.0,0.0,-0.2,4.77,11.62,1.0,1.0,114.18,8.0,1.0,2019.0,1,1,1,1,1,0,1,1,0,0,0,0,1200.0,2000.0,0,0
Rende Sukhumvit 23,"Soi Prasanmit, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,6500000.0,This Asoke apartment in Bangkok is available now in Rende Sukhumvit 23 low-rise condominium near Srinakharinwirot University,"1-bedroom
1-bathroom
area: 43 sqm
low floor: low-rise building
fully furnished: nicely decorated
fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available",140868.0,0.0,-7.38,5.22,-6.84,1.0,1.0,43.0,8.0,1.0,2013.0,1,1,1,1,1,0,1,0,0,0,0,0,630.0,2000.0,1,0
Ivy Thonglor,"Soi Thong Lo, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,7500000.0,This well-maintained condo in Thonglor is available in the IVY Thonglor condominium on Sukhumvit 55,"this condo is well-maintained by the owner
good-sized living room
1-bedroom
1-bathroom
balcony
low floor: 10-
facing direction: East with an unblocked nice city view
fully furnished
open and equipped kitchen
foreign freehold quota is available",177606.0,0.0,-1.83,4.4,-3.84,1.0,1.0,43.0,24.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,0,0,1,1700.0,2900.0,0,0
Ivy Thonglor,"Soi Thong Lo, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,6500000.0,This condo in Thonglor with an unblocked view is available in the IVY Thonglor condominium on Sukhumvit 55,"good-sized living room
1 bedroom with a 180-degree view from tall windows
1 bathroom
balcony
mid-floor: 10+
facing direction: North with a nice unblocked view of Bangkok city
fully furnished
open equipped kitchen
foreign freehold quota is available",177606.0,0.0,-1.83,4.4,-3.84,1.0,1.0,43.0,24.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,0,0,1,1700.0,2900.0,0,0
BEATNIQ Sukhumvit 32,"21-58 Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,25000000.0,This luxury duplex for sale in Sukhumvit 32 is available now in the Beantiq condo near BTS Thonglor,"this luxury duplex is a new condo available for sale and rent
2-bedroom
2-bathroom
balcony
storage room with washing machine under stairs
2 car parking lots
mid-floor with a nice unblocked view on  Sukhumvit road
facing direction: North-West
fully furnished with a luxury design
fully equipped kitchen
a full set of electrical appliances
foreign freehold quota is available",311573.0,0.0,9.72,4.38,16.6,2.0,2.0,96.23,34.0,1.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,1,500.0,3000.0,1,0
15 Sukhumvit Residences,"เรสซิเดนเซส ชั้น 2 ถ. 12/497 อาคาร 15 สุขุมวิท Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,7450000.0,This condo near BTS Asoke and BTS Nana is available now at 15 Sukhumvit Residences,"1 bedroom
1 bathroom
1 balcony
1 car parking slot (not fixed)
low floor (12-)
48 sqm
fully furnished
equipped kitchen
electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold quota is available",124748.0,0.0,-1.49,4.49,0.86,1.0,1.0,48.0,25.0,1.0,2013.0,1,1,1,1,1,1,1,1,1,1,0,1,640.0,,1,0
MODE Sukhumvit 61,"Soi Setthabut, Khlong Toei Nuea, Vadhana, Bangkok 10110",Khlong Toei,9807319.0,"Mode Sukhumvit 61 Ekkamai condo for sale in Bangkok was developed by Gaysorn Property PCL in 2013.
This Bangkok condo near BTS Ekkamai comprises two buildings, having 168 apartments on 8 floors.
Apartment types:","Unit types: 1-2 bedroom
Unit sizes: 43 - 109 sqm",172349.0,0.0,-2.07,5.26,3.0,1.0,1.0,71.9,8.0,2.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,490.0,2300.0,1,0
Royal Castle Sukhumvit 39,"30 Soi Sukhumvit 39, Khlong Toei Nuea, Khet Watthana",Watthana,17000000.0,This 3-bedroom condo for sale in Prompong with 2 balconies is available for sale on a mid-floor at Royal Castle Sukhumvit 39 condominium,"large apartment with 2 balconies
3-bedroom
3-bathroom
large living room with a dining area
facing direction: North and East with a nice unblocked view
area: 167 sqm
fully furnished
full set of electrical appliances
foreign freehold ownership quota available",150376.0,44.03,46.45,4.2,54.25,3.0,3.0,167.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,7600.0,3700.0,0,0
Supalai Place,"181/1 Sukhumvit Soi 39, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,7500000.0,This condo with a 270-degree view of Prompong is available now in Supalai Place Sukhumvit 39 condominium,"good-sized living room
good sized balcony with a view of Prompong and a pool
2-bedroom
2-bathroom
low floor: 10-
facing direction: 270-degree
fully furnished
open and fully equipped kitchen
complete set of electrical appliances
foreign freehold quota is available",74512.0,0.0,-1.07,5.49,-2.29,2.0,2.0,111.0,23.0,2.0,1994.0,1,1,1,1,1,1,1,1,1,1,1,1,1600.0,2300.0,0,0
Circle Condominium,"1674 Phetchaburi 36 Alley, Thanon Phetchaburi, Khet Ratchathewi",Watthana,3800000.0,This affordable Bangkok condo in Nana Phetchaburi is available now in Circle Condominium,"studio apartment
1-bathroom
1 balcony
1 parking slot
area: 35 sqm
fully furnished
equipped kitchen
high floor: 20+
facing direction: North with a view of the Makkasan green area
electrical appliances",111804.0,0.0,-1.77,4.51,-3.89,1.0,1.0,35.0,43.0,2.0,,1,1,1,1,1,1,1,1,1,1,0,1,920.0,680.0,1,1
Ivy Thonglor,"Soi Thong Lo, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,7500000.0,This well-maintained condo in Thonglor is available in the IVY Thonglor condominium on Sukhumvit 55,"this condo is well-maintained by the owner
good-sized living room
1-bedroom
1-bathroom
balcony
low floor: 10-
facing direction: East with an unblocked nice city view
fully furnished
open and equipped kitchen
foreign freehold quota is available",177606.0,0.0,-1.83,4.4,-3.84,1.0,1.0,43.0,24.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,0,0,1,1700.0,2900.0,0,0
Ivy Thonglor,"Soi Thong Lo, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,6500000.0,This condo in Thonglor with an unblocked view is available in the IVY Thonglor condominium on Sukhumvit 55,"good-sized living room
1 bedroom with a 180-degree view from tall windows
1 bathroom
balcony
mid-floor: 10+
facing direction: North with a nice unblocked view of Bangkok city
fully furnished
open equipped kitchen
foreign freehold quota is available",177606.0,0.0,-1.83,4.4,-3.84,1.0,1.0,43.0,24.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,0,0,1,1700.0,2900.0,0,0
Siamese Exclusive Sukhumvit 31,"31-39 Soi Sukhumvit 31, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,19220000.0,This brand-new 2-bedroom condo is available now in luxury condominium Siamese Exclusive Sukhumvit 31,"brand new luxury Bangkok property: directly from the developer
2-bedroom
2 bathroom
balcony
facing direction: West with an amazing view of the Asoke area
high floor: 15+
private lift
car parking slot
fully fitted: not furnished
foreign freehold ownership quota is available",201632.0,0.0,-3.28,4.49,3.71,2.0,2.0,94.64,21.0,1.0,2017.0,1,1,1,1,1,0,1,0,0,1,0,0,850.0,2200.0,1,0
Wind Sukhumvit 23,"82 Soi Prasan Mit, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10401526.0,Wind Sukhumvit 23 Asoke is a condo for sale in Bangkok that was developed by Major Development Public Company and completed in 2009.,Wind Sukhumvit 23 is a high-rise single building with 22 stories and 220 spacious condos for rent and sale.,146024.0,0.0,-2.74,4.54,8.22,1.0,1.0,106.75,22.0,1.0,2009.0,1,1,1,1,1,1,1,1,1,0,0,0,560.0,1900.0,1,0
,,Huai Khwang,5000000.0,"This condo in Rama 9 on a low floor is available now. This 1 bedroom apartment is located on a low floor in Lumpini Place Rama 9.  This Rama 9 flat is fully furnished with premium furniture and accessories.
The corner unit with nice decoration in the modern style. Located on a low floor with an unblocked view","1 bedroom
1 bathroom
44 sqm
corner unit on the low floor (10-)
fixed parking slot
balcony
facing North
fully furnished
separated kitchen
electrical appliances: refrigerator, washing machine, microwave
foreign freehold quota is available",,,,,,1.0,1.0,44.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Villa Asoke,"1596 Phetchaburi Rd, Khwaeng Makkasan, Khet Ratchathewi",Watthana,11200000.0,This 2-bedroom apartment in Bangkok CBD is available now in the popular Villa Asoke condominium,"this nice 2-bedroom Bangkok condo is well maintained
area: 80.77 sqm
2 bedroom
2 bathroom
2 parking slots: 1 is fixed
1 balcony
facing direction: North-West
partially furnished
high floor: 20+
foreign freehold quota is available",145719.0,0.0,9.57,4.03,1.24,2.0,2.0,80.77,42.0,1.0,2013.0,1,1,1,1,1,1,1,1,1,0,0,0,210.0,1100.0,1,0
Condolette Dwell Sukhumvit 26,"Soi Thanying Phuangrat Praphai, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,4200000.0,This Bangkok apartment with a pool view is available now in Condolette Dwell condominium near BTS Phrom Phong,"this condo features a pool view
1-bedroom
1-bathroom
balcony facing West
area: 32 sqm
low floor: low-rise condominium
fully furnished: mixed antique and modern European style
fully equipped kitchen
full set of electrical appliances
foreign freehold ownership quota is available",142220.0,0.0,3.83,4.78,-2.41,1.0,1.0,32.0,8.0,2.0,2014.0,1,1,1,1,1,0,1,1,0,0,0,1,600.0,2200.0,1,0
TELA Thonglor,"233 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,42778882.0,"Tela Thonglor Sukhumvit 55 luxury Bangkok condo for sale was built by Gaysorn Property in 2018.
This luxury condominium comprises a single building with 88 luxurious apartments on 33 floors.
Project Area: 3,052 m2
Harmony Living in Thong Lo
Located in Sukhumvit soi 55, only 5 minutes drive from BTS Thong Lo, the location offers residents superior commuting convenience for both leisure and business.
Surrounded by the vibrant neighborhood of Little Tokyo, and a stone’s throw from Thong Lo, the development covers an array of amenities ranging from hospitals, International schools, supermarkets, and a variety of cafes and restaurants.
Landscaped especially for residents who wish to escape the buzz and bustle of city life, the development has put careful consideration into the selection of trees, plants, and other green elements featured in the development. The highlight of the pristine landscape is the common courtyard at the center of the development.
Luxury apartment types",,382883.0,0.0,2.04,3.53,4.94,1.0,1.0,149.89,33.0,1.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,1,1200.0,3000.0,0,0
Aguston Sukhumvit 22,"150/1 สุขุมวิท Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,16500000.0,This Bangkok condo on Sukhumvit 22 with 2 bedrooms is available on a mid-floor at Aguston condominium,"the condo is for sale with a tenant: rental is 55k until Feb-2021
the condo is located in Tower B
2 bedroom
2 bathroom
1 balcony
1 parking slot
mid-floor: 10+
area: 96 sqm
fully furnished
foreign freehold quota",151925.0,0.0,-4.7,4.54,0.17,2.0,2.0,96.0,24.0,2.0,2009.0,1,1,1,1,1,1,1,1,1,0,0,1,1400.0,1900.0,0,0
Supalai Place,"181/1 Sukhumvit Soi 39, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,10650000.0,This unique condo with 2 balconies is available now in Supalai Place Sukhumvit 39 condominium in Phrom Phong,"this condo is a corner unit with 180-deg unblocked view - the unique layout in this project
the living room is good-sized
2-bedroom
1-bathroom
2 balconies with nice greenery, pool, and city views
mid-floor
open kitchen
partly furnished
refrigerator
foreign freehold quota is available",74512.0,0.0,-1.07,5.49,-2.29,2.0,1.0,138.24,23.0,2.0,1994.0,1,1,1,1,1,1,1,1,1,1,1,1,1600.0,2300.0,0,0
